id,name_1,name_alt,type_1,type_alt,code_gadm,code_govt
FRA001001002020003,Jassans-Riottier,,Commune,Commune simple,FRA.1.1.2.20.3_1,
FRA001001002020004,Saint-Bernard,,Commune,Commune simple,FRA.1.1.2.20.4_1,
FRA001001002020005,Saint-Didier-de-Formans,,Commune,Commune simple,FRA.1.1.2.20.5_1,
FRA001001002020006,Trévoux,,Commune,Chef-lieu canton,FRA.1.1.2.20.6_1,
FRA001001002021001,Birieux,,Commune,Commune simple,FRA.1.1.2.21.1_1,
FRA001001002021002,Bouligneux,,Commune,Commune simple,FRA.1.1.2.21.2_1,
FRA001001002021003,La Chapelle-du-Châtelard,,Commune,Commune simple,FRA.1.1.2.21.3_1,
FRA001001002021004,Lapeyrouse,,Commune,Commune simple,FRA.1.1.2.21.4_1,
FRA001001002021005,Marlieux,,Commune,Commune simple,FRA.1.1.2.21.5_1,
FRA001001002021006,Monthieux,,Commune,Commune simple,FRA.1.1.2.21.6_1,
FRA001001002021007,Saint-Germain-sur-Renon,,Commune,Commune simple,FRA.1.1.2.21.7_1,
FRA001001002021008,Saint-Marcel,,Commune,Commune simple,FRA.1.1.2.21.8_1,
FRA001001002021009,Saint-Paul-de-Varax,,Commune,Commune simple,FRA.1.1.2.21.9_1,
FRA001001002021010,Villars-les-Dombes,,Commune,Chef-lieu canton,FRA.1.1.2.21.10_1,
FRA001001002022001,Buellas,,Commune,Commune simple,FRA.1.1.2.22.1_1,
FRA001001002022002,Montcet,,Commune,Commune simple,FRA.1.1.2.22.2_1,
FRA001001002022003,Polliat,,Commune,Commune simple,FRA.1.1.2.22.3_1,
FRA001001002022004,Saint-Denis-lès-Bourg,,Commune,Commune simple,FRA.1.1.2.22.4_1,
FRA001001002022005,Vandeins,,Commune,Commune simple,FRA.1.1.2.22.5_1,
FRA001001002022006,Viriat,,Commune,Chef-lieu canton,FRA.1.1.2.22.6_1,
FRA001001003001001,Challex,,Commune,Commune simple,FRA.1.1.3.1.1_1,
FRA001001003001002,Chézery-Forens,,Commune,Commune simple,FRA.1.1.3.1.2_1,
FRA001001003001003,Collonges,,Commune,Chef-lieu canton,FRA.1.1.3.1.3_1,
FRA001001003001004,Confort,,Commune,Commune simple,FRA.1.1.3.1.4_1,
FRA001001003001005,Farges,,Commune,Commune simple,FRA.1.1.3.1.5_1,
FRA001001003001006,Lancrans,,Commune,Commune simple,FRA.1.1.3.1.6_1,
FRA001001003001007,Léaz,,Commune,Commune simple,FRA.1.1.3.1.7_1,
FRA001001003001008,Péron,,Commune,Commune simple,FRA.1.1.3.1.8_1,
FRA001001003001009,Pougny,,Commune,Commune simple,FRA.1.1.3.1.9_1,
FRA001001003001010,Saint-Jean-de-Gonville,,Commune,Commune simple,FRA.1.1.3.1.10_1,
FRA001001003002001,Ferney-Voltaire,,Commune,Chef-lieu canton,FRA.1.1.3.2.1_1,
FRA001001003002002,Ornex,,Commune,Commune simple,FRA.1.1.3.2.2_1,
FRA001001003002003,Prévessin-Moëns,,Commune,Commune simple,FRA.1.1.3.2.3_1,
FRA001001003002004,Saint-Genis-Pouilly,,Commune,Commune simple,FRA.1.1.3.2.4_1,
FRA001001003002005,Sauverny,,Commune,Commune simple,FRA.1.1.3.2.5_1,
FRA001001003002006,Sergy,,Commune,Commune simple,FRA.1.1.3.2.6_1,
FRA001001003002007,Thoiry,,Commune,Commune simple,FRA.1.1.3.2.7_1,
FRA001001003002008,Versonnex,,Commune,Commune simple,FRA.1.1.3.2.8_1,
FRA001001003003001,Cessy,,Commune,Commune simple,FRA.1.1.3.3.1_1,
FRA001001003003002,Chevry,,Commune,Commune simple,FRA.1.1.3.3.2_1,
FRA001001003003003,Crozet,,Commune,Commune simple,FRA.1.1.3.3.3_1,
FRA001001003003004,Divonne-les-Bains,,Commune,Commune simple,FRA.1.1.3.3.4_1,
FRA001001003003005,Échenevex,,Commune,Commune simple,FRA.1.1.3.3.5_1,
FRA001001003003006,Gex,,Commune,Sous-préfecture,FRA.1.1.3.3.6_1,
FRA001001003003007,Grilly,,Commune,Commune simple,FRA.1.1.3.3.7_1,
FRA001001003003008,Lélex,,Commune,Commune simple,FRA.1.1.3.3.8_1,
FRA001001003003009,Mijoux,,Commune,Commune simple,FRA.1.1.3.3.9_1,
FRA001001003003010,Ségny,,Commune,Commune simple,FRA.1.1.3.3.10_1,
FRA001001003003011,Vesancy,,Commune,Commune simple,FRA.1.1.3.3.11_1,
FRA001001004001001,Bellegarde-sur-Valserine,,Commune,Chef-lieu canton,FRA.1.1.4.1.1_1,
FRA001001004001002,Billiat,,Commune,Commune simple,FRA.1.1.4.1.2_1,
FRA001001004001003,Champfromier,,Commune,Commune simple,FRA.1.1.4.1.3_1,
FRA001001004001004,Châtillon-en-Michaille,,Commune,Commune simple,FRA.1.1.4.1.4_1,
FRA001001004001005,Giron,,Commune,Commune simple,FRA.1.1.4.1.5_1,
FRA001001004001006,Injoux-Génissiat,,Commune,Commune simple,FRA.1.1.4.1.6_1,
FRA001001004001007,Lhôpital,,Commune,Commune simple,FRA.1.1.4.1.7_1,
FRA001001004001008,Montanges,,Commune,Commune simple,FRA.1.1.4.1.8_1,
FRA001001004001009,Plagne,,Commune,Commune simple,FRA.1.1.4.1.9_1,
FRA001001004001010,Saint-Germain-de-Joux,,Commune,Commune simple,FRA.1.1.4.1.10_1,
FRA001001004001011,Surjoux,,Commune,Commune simple,FRA.1.1.4.1.11_1,
FRA001001004001012,Villes,,Commune,Commune simple,FRA.1.1.4.1.12_1,
FRA001001004002001,Brénod,,Commune,Chef-lieu canton,FRA.1.1.4.2.1_1,
FRA001001004002002,Champdor,,Commune,Commune simple,FRA.1.1.4.2.2_1,
FRA001001004002003,Chevillard,,Commune,Commune simple,FRA.1.1.4.2.3_1,
FRA001001004002004,Condamine,,Commune,Commune simple,FRA.1.1.4.2.4_1,
FRA001001004002005,Corcelles,,Commune,Commune simple,FRA.1.1.4.2.5_1,
FRA001001004002006,Hotonnes,,Commune,Commune simple,FRA.1.1.4.2.6_1,
FRA001001004002007,Izenave,,Commune,Commune simple,FRA.1.1.4.2.7_1,
FRA001001004002008,Lantenay,,Commune,Commune simple,FRA.1.1.4.2.8_1,
FRA001001004002009,Le Grand-Abergement,,Commune,Commune simple,FRA.1.1.4.2.9_1,
FRA001001004002010,Le Petit-Abergement,,Commune,Commune simple,FRA.1.1.4.2.10_1,
FRA001001004002011,Outriaz,,Commune,Commune simple,FRA.1.1.4.2.11_1,
FRA001001004002012,Vieu-d'Izenave,,Commune,Commune simple,FRA.1.1.4.2.12_1,
FRA001001004003001,Bolozon,,Commune,Commune simple,FRA.1.1.4.3.1_1,
FRA001001004003002,Ceignes,,Commune,Commune simple,FRA.1.1.4.3.2_1,
FRA001001004003003,Izernore,,Commune,Chef-lieu canton,FRA.1.1.4.3.3_1,
FRA001001004003004,Leyssard,,Commune,Commune simple,FRA.1.1.4.3.4_1,
FRA001001004003005,Matafelon-Granges,,Commune,Commune simple,FRA.1.1.4.3.5_1,
FRA001001004003006,Nurieux-Volognat,,Commune,Commune simple,FRA.1.1.4.3.6_1,
FRA001001004003007,Peyriat,,Commune,Commune simple,FRA.1.1.4.3.7_1,
FRA001001004003008,Samognat,,Commune,Commune simple,FRA.1.1.4.3.8_1,
FRA001001004003009,Serrières-sur-Ain,,Commune,Commune simple,FRA.1.1.4.3.9_1,
FRA001001004003010,Sonthonnax-la-Montagne,,Commune,Commune simple,FRA.1.1.4.3.10_1,
FRA001001004004001,Apremont,,Commune,Commune simple,FRA.1.1.4.4.1_1,
FRA001001004004002,Béard-Géovreissiat,,Commune,Commune simple,FRA.1.1.4.4.2_1,
FRA001001004004003,Brion,,Commune,Commune simple,FRA.1.1.4.4.3_1,
FRA001001004004004,Charix,,Commune,Commune simple,FRA.1.1.4.4.4_1,
FRA001001004004005,Lalleyriat,,Commune,Commune simple,FRA.1.1.4.4.5_1,
FRA001001004004006,Le Poizat,,Commune,Commune simple,FRA.1.1.4.4.6_1,
FRA001001004004007,Les Neyrolles,,Commune,Commune simple,FRA.1.1.4.4.7_1,
FRA001001004004008,Maillat,,Commune,Commune simple,FRA.1.1.4.4.8_1,
FRA001001004004009,Montréal-la-Cluse,,Commune,Commune simple,FRA.1.1.4.4.9_1,
FRA001001004004010,Nantua,,Commune,Sous-préfecture,FRA.1.1.4.4.10_1,
FRA001001004004011,Port,,Commune,Commune simple,FRA.1.1.4.4.11_1,
FRA001001004004012,Saint-Martin-du-Frêne,,Commune,Commune simple,FRA.1.1.4.4.12_1,
FRA001001004005001,Arbent,,Commune,Commune simple,FRA.1.1.4.5.1_1,
FRA001001004005002,Belleydoux,,Commune,Commune simple,FRA.1.1.4.5.2_1,
FRA001001004005003,Dortan,,Commune,Commune simple,FRA.1.1.4.5.3_1,
FRA001001004005004,Échallon,,Commune,Commune simple,FRA.1.1.4.5.4_1,
FRA001001004006001,Bellignat,,Commune,Commune simple,FRA.1.1.4.6.1_1,
FRA001001004006002,Géovreisset,,Commune,Commune simple,FRA.1.1.4.6.2_1,
FRA001001004006003,Groissiat,,Commune,Commune simple,FRA.1.1.4.6.3_1,
FRA001001004006004,Martignat,,Commune,Commune simple,FRA.1.1.4.6.4_1,
FRA001001004007001,Oyonnax,,Commune,Chef-lieu canton,FRA.1.1.4.7.1_1,
FRA001001004008001,Boyeux-Saint-Jérôme,,Commune,Commune simple,FRA.1.1.4.8.1_1,
FRA001001004008002,Cerdon,,Commune,Commune simple,FRA.1.1.4.8.2_1,
FRA001001004008003,Challes-la-Montagne,,Commune,Commune simple,FRA.1.1.4.8.3_1,
FRA001001004008004,Jujurieux,,Commune,Commune simple,FRA.1.1.4.8.4_1,
FRA001001004008005,Labalme,,Commune,Commune simple,FRA.1.1.4.8.5_1,
FRA001001004008006,Mérignat,,Commune,Commune simple,FRA.1.1.4.8.6_1,
FRA001001004008007,Poncin,,Commune,Chef-lieu canton,FRA.1.1.4.8.7_1,
FRA001001004008008,Saint-Alban,,Commune,Commune simple,FRA.1.1.4.8.8_1,
FRA001001004008009,Saint-Jean-le-Vieux,,Commune,Commune simple,FRA.1.1.4.8.9_1,
FRA001002001001001,Ainay-le-Château,,Commune,Commune simple,FRA.1.2.1.1.1_1,
FRA001002001001002,Braize,,Commune,Commune simple,FRA.1.2.1.1.2_1,
FRA001002001001003,Cérilly,,Commune,Chef-lieu canton,FRA.1.2.1.1.3_1,
FRA001002001001004,Isle-et-Bardais,,Commune,Commune simple,FRA.1.2.1.1.4_1,
FRA001002001001005,Le Vilhain,,Commune,Commune simple,FRA.1.2.1.1.5_1,
FRA001002001001006,Lételon,,Commune,Commune simple,FRA.1.2.1.1.6_1,
FRA001002001001007,Meaulne,,Commune,Commune simple,FRA.1.2.1.1.7_1,
FRA001002001001008,Saint-Bonnet-Tronçais,,Commune,Commune simple,FRA.1.2.1.1.8_1,
FRA001002001001009,Theneuille,,Commune,Commune simple,FRA.1.2.1.1.9_1,
FRA001002001001010,Urçay,,Commune,Commune simple,FRA.1.2.1.1.10_1,
FRA001002001001011,Valigny,,Commune,Commune simple,FRA.1.2.1.1.11_1,
FRA001002001001012,Vitray,,Commune,Commune simple,FRA.1.2.1.1.12_1,
FRA001002001002001,Colombier,,Commune,Commune simple,FRA.1.2.1.2.1_1,
FRA001002001002002,Commentry,,Commune,Chef-lieu canton,FRA.1.2.1.2.2_1,
FRA001002001002003,Hyds,,Commune,Commune simple,FRA.1.2.1.2.3_1,
FRA001002001002004,Malicorne,,Commune,Commune simple,FRA.1.2.1.2.4_1,
FRA001002001003001,Domérat,,Commune,Chef-lieu canton,FRA.1.2.1.3.1_1,
FRA001002001004001,Bellenaves,,Commune,Commune simple,FRA.1.2.1.4.1_1,
FRA001002001004002,Chirat-l'Église,,Commune,Commune simple,FRA.1.2.1.4.2_1,
FRA001002001004003,Chouvigny,,Commune,Commune simple,FRA.1.2.1.4.3_1,
FRA001002001004004,Coutansouze,,Commune,Commune simple,FRA.1.2.1.4.4_1,
FRA001002001004005,Ébreuil,,Commune,Chef-lieu canton,FRA.1.2.1.4.5_1,
FRA001002001004006,Échassières,,Commune,Commune simple,FRA.1.2.1.4.6_1,
FRA001002001004007,Lalizolle,,Commune,Commune simple,FRA.1.2.1.4.7_1,
FRA001002001004008,Louroux-de-Bouble,,Commune,Commune simple,FRA.1.2.1.4.8_1,
FRA001002001004009,Nades,,Commune,Commune simple,FRA.1.2.1.4.9_1,
FRA001002001004010,Naves,,Commune,Commune simple,FRA.1.2.1.4.10_1,
FRA001002001004011,Sussat,,Commune,Commune simple,FRA.1.2.1.4.11_1,
FRA001002001004012,Valignat,,Commune,Commune simple,FRA.1.2.1.4.12_1,
FRA001002001004013,Veauce,,Commune,Commune simple,FRA.1.2.1.4.13_1,
FRA001002001004014,Vicq,,Commune,Commune simple,FRA.1.2.1.4.14_1,
FRA001002001005001,Audes,,Commune,Commune simple,FRA.1.2.1.5.1_1,
FRA001002001005002,Bizeneuille,,Commune,Commune simple,FRA.1.2.1.5.2_1,
FRA001002001005003,Cosne-d'Allier,,Commune,Commune simple,FRA.1.2.1.5.3_1,
FRA001002001005004,Estivareilles,,Commune,Commune simple,FRA.1.2.1.5.4_1,
FRA001002001005005,Givarlais,,Commune,Commune simple,FRA.1.2.1.5.5_1,
FRA001002001005006,Hérisson,,Commune,Chef-lieu canton,FRA.1.2.1.5.6_1,
FRA001002001005007,Le Brethon,,Commune,Commune simple,FRA.1.2.1.5.7_1,
FRA001002001005008,Louroux-Bourbonnais,,Commune,Commune simple,FRA.1.2.1.5.8_1,
FRA001002001005009,Louroux-Hodement,,Commune,Commune simple,FRA.1.2.1.5.9_1,
FRA001002001005010,Maillet,,Commune,Commune simple,FRA.1.2.1.5.10_1,
FRA001002001005011,Nassigny,,Commune,Commune simple,FRA.1.2.1.5.11_1,
FRA001002001005012,Reugny,,Commune,Commune simple,FRA.1.2.1.5.12_1,
FRA001002001005013,Saint-Caprais,,Commune,Commune simple,FRA.1.2.1.5.13_1,
FRA001002001005014,Sauvagny,,Commune,Commune simple,FRA.1.2.1.5.14_1,
FRA001002001005015,Tortezais,,Commune,Commune simple,FRA.1.2.1.5.15_1,
FRA001002001005016,Vallon-en-Sully,,Commune,Commune simple,FRA.1.2.1.5.16_1,
FRA001002001005017,Venas,,Commune,Commune simple,FRA.1.2.1.5.17_1,
FRA001002001006001,Archignat,,Commune,Commune simple,FRA.1.2.1.6.1_1,
FRA001002001006002,Chambérat,,Commune,Commune simple,FRA.1.2.1.6.2_1,
FRA001002001006003,Chazemais,,Commune,Commune simple,FRA.1.2.1.6.3_1,
FRA001002001006004,Courçais,,Commune,Commune simple,FRA.1.2.1.6.4_1,
FRA001002001006005,Huriel,,Commune,Chef-lieu canton,FRA.1.2.1.6.5_1,
FRA001002001006006,La Chapelaude,,Commune,Commune simple,FRA.1.2.1.6.6_1,
FRA001002001006007,Mesples,,Commune,Commune simple,FRA.1.2.1.6.7_1,
FRA001002001006008,Saint-Désiré,,Commune,Commune simple,FRA.1.2.1.6.8_1,
FRA001002001006009,Saint-Éloy-d'Allier,,Commune,Commune simple,FRA.1.2.1.6.9_1,
FRA001002001006010,Saint-Martinien,,Commune,Commune simple,FRA.1.2.1.6.10_1,
FRA001002001006011,Saint-Palais,,Commune,Commune simple,FRA.1.2.1.6.11_1,
FRA001002001006012,Saint-Sauvier,,Commune,Commune simple,FRA.1.2.1.6.12_1,
FRA001002001006013,Treignat,,Commune,Commune simple,FRA.1.2.1.6.13_1,
FRA001002001006014,Viplaix,,Commune,Commune simple,FRA.1.2.1.6.14_1,
FRA001002001007001,Arpheuilles-Saint-Priest,,Commune,Commune simple,FRA.1.2.1.7.1_1,
FRA001002001007002,Durdat-Larequille,,Commune,Commune simple,FRA.1.2.1.7.2_1,
FRA001002001007003,La Celle,,Commune,Commune simple,FRA.1.2.1.7.3_1,
FRA001002001007004,La Petite-Marche,,Commune,Commune simple,FRA.1.2.1.7.4_1,
FRA001002001007005,Marcillat-en-Combraille,,Commune,Chef-lieu canton,FRA.1.2.1.7.5_1,
FRA001002001007006,Mazirat,,Commune,Commune simple,FRA.1.2.1.7.6_1,
FRA001002001007007,Ronnet,,Commune,Commune simple,FRA.1.2.1.7.7_1,
FRA001002001007008,Saint-Fargeol,,Commune,Commune simple,FRA.1.2.1.7.8_1,
FRA001002001007009,Saint-Genest,,Commune,Commune simple,FRA.1.2.1.7.9_1,
FRA001002001007010,Saint-Marcel-en-Marcillat,,Commune,Commune simple,FRA.1.2.1.7.10_1,
FRA001002001007011,Sainte-Thérence,,Commune,Commune simple,FRA.1.2.1.7.11_1,
FRA001002001007012,Terjat,,Commune,Commune simple,FRA.1.2.1.7.12_1,
FRA001002001007013,Villebret,,Commune,Commune simple,FRA.1.2.1.7.13_1,
FRA001002001008001,Chamblet,,Commune,Commune simple,FRA.1.2.1.8.1_1,
FRA001002001008002,Deneuille-les-Mines,,Commune,Commune simple,FRA.1.2.1.8.2_1,
FRA001002001008003,Désertines,,Commune,Commune simple,FRA.1.2.1.8.3_1,
FRA001002001008004,Saint-Angel,,Commune,Commune simple,FRA.1.2.1.8.4_1,
FRA001002001008005,Verneix,,Commune,Commune simple,FRA.1.2.1.8.5_1,
FRA001002001009001,Saint-Victor,,Commune,Commune simple,FRA.1.2.1.9.1_1,
FRA001002001009002,Vaux,,Commune,Commune simple,FRA.1.2.1.9.2_1,
FRA001002001010001,Lamaids,,Commune,Commune simple,FRA.1.2.1.10.1_1,
FRA001002001010002,Prémilhat,,Commune,Commune simple,FRA.1.2.1.10.2_1,
FRA001002001010003,Quinssaines,,Commune,Commune simple,FRA.1.2.1.10.3_1,
FRA001002001011001,Lavault-Sainte-Anne,,Commune,Commune simple,FRA.1.2.1.11.1_1,
FRA001002001011002,Lignerolles,,Commune,Commune simple,FRA.1.2.1.11.2_1,
FRA001002001011003,Néris-les-Bains,,Commune,Commune simple,FRA.1.2.1.11.3_1,
FRA001002001011004,Teillet-Argenty,,Commune,Commune simple,FRA.1.2.1.11.4_1,
FRA001002001012001,Montluçon,,Commune,Sous-préfecture,FRA.1.2.1.12.1_1,
FRA001002001013001,Beaune-d'Allier,,Commune,Commune simple,FRA.1.2.1.13.1_1,
FRA001002001013002,Bézenet,,Commune,Commune simple,FRA.1.2.1.13.2_1,
FRA001002001013003,Blomard,,Commune,Commune simple,FRA.1.2.1.13.3_1,
FRA001002001013004,Chappes,,Commune,Commune simple,FRA.1.2.1.13.4_1,
FRA001002001013005,Chavenon,,Commune,Commune simple,FRA.1.2.1.13.5_1,
FRA001002001013006,Doyet,,Commune,Commune simple,FRA.1.2.1.13.6_1,
FRA001002001013007,Louroux-de-Beaune,,Commune,Commune simple,FRA.1.2.1.13.7_1,
FRA001002001013008,Montmarault,,Commune,Chef-lieu canton,FRA.1.2.1.13.8_1,
FRA001002001013009,Montvicq,,Commune,Commune simple,FRA.1.2.1.13.9_1,
FRA001002001013010,Murat,,Commune,Commune simple,FRA.1.2.1.13.10_1,
FRA001002001013011,Saint-Bonnet-de-Four,,Commune,Commune simple,FRA.1.2.1.13.11_1,
FRA001002001013012,Saint-Marcel-en-Murat,,Commune,Commune simple,FRA.1.2.1.13.12_1,
FRA001002001013013,Saint-Priest-en-Murat,,Commune,Commune simple,FRA.1.2.1.13.13_1,
FRA001002001013014,Sazeret,,Commune,Commune simple,FRA.1.2.1.13.14_1,
FRA001002001013015,Vernusse,,Commune,Commune simple,FRA.1.2.1.13.15_1,
FRA001002001013016,Villefranche-d'Allier,,Commune,Commune simple,FRA.1.2.1.13.16_1,
FRA001002002001001,Bourbon-l'Archambault,,Commune,Chef-lieu canton,FRA.1.2.2.1.1_1,
FRA001002002001002,Buxières-les-Mines,,Commune,Commune simple,FRA.1.2.2.1.2_1,
FRA001002002001003,Franchesse,,Commune,Commune simple,FRA.1.2.2.1.3_1,
FRA001002002001004,Saint-Aubin-le-Monial,,Commune,Commune simple,FRA.1.2.2.1.4_1,
FRA001002002001005,Saint-Hilaire,,Commune,Commune simple,FRA.1.2.2.1.5_1,
FRA001002002001006,Saint-Plaisir,,Commune,Commune simple,FRA.1.2.2.1.6_1,
FRA001002002001007,Vieure,,Commune,Commune simple,FRA.1.2.2.1.7_1,
FRA001002002001008,Ygrande,,Commune,Commune simple,FRA.1.2.2.1.8_1,
FRA001002002002001,Barberier,,Commune,Commune simple,FRA.1.2.2.2.1_1,
FRA001002002002002,Chantelle,,Commune,Chef-lieu canton,FRA.1.2.2.2.2_1,
FRA001002002002003,Chareil-Cintrat,,Commune,Commune simple,FRA.1.2.2.2.3_1,
FRA001002002002004,Charroux,,Commune,Commune simple,FRA.1.2.2.2.4_1,
FRA001002002002005,Chezelle,,Commune,Commune simple,FRA.1.2.2.2.5_1,
FRA001002002002006,Deneuille-lès-Chantelle,,Commune,Commune simple,FRA.1.2.2.2.6_1,
FRA001002002002007,Étroussat,,Commune,Commune simple,FRA.1.2.2.2.7_1,
FRA001002002002008,Fleuriel,,Commune,Commune simple,FRA.1.2.2.2.8_1,
FRA001002002002009,Fourilles,,Commune,Commune simple,FRA.1.2.2.2.9_1,
FRA001002002002010,Monestier,,Commune,Commune simple,FRA.1.2.2.2.10_1,
FRA001002002002011,Saint-Germain-de-Salles,,Commune,Commune simple,FRA.1.2.2.2.11_1,
FRA001002002002012,Target,,Commune,Commune simple,FRA.1.2.2.2.12_1,
FRA001002002002013,Taxat-Senat,,Commune,Commune simple,FRA.1.2.2.2.13_1,
FRA001002002002014,Ussel-d'Allier,,Commune,Commune simple,FRA.1.2.2.2.14_1,
FRA001002002002015,Voussac,,Commune,Commune simple,FRA.1.2.2.2.15_1,
FRA001002002003001,Beaulon,,Commune,Commune simple,FRA.1.2.2.3.1_1,
FRA001002002003002,Chevagnes,,Commune,Chef-lieu canton,FRA.1.2.2.3.2_1,
FRA001002002003003,Chézy,,Commune,Commune simple,FRA.1.2.2.3.3_1,
FRA001002002003004,Gannay-sur-Loire,,Commune,Commune simple,FRA.1.2.2.3.4_1,
FRA001002002003005,Garnat-sur-Engièvre,,Commune,Commune simple,FRA.1.2.2.3.5_1,
FRA001002002003006,La Chapelle-aux-Chasses,,Commune,Commune simple,FRA.1.2.2.3.6_1,
FRA001002002003007,Lusigny,,Commune,Commune simple,FRA.1.2.2.3.7_1,
FRA001002002003008,Paray-le-Frésil,,Commune,Commune simple,FRA.1.2.2.3.8_1,
FRA001002002003009,Saint-Martin-des-Lais,,Commune,Commune simple,FRA.1.2.2.3.9_1,
FRA001002002003010,Thiel-sur-Acolin,,Commune,Commune simple,FRA.1.2.2.3.10_1,
FRA001002002004001,Coulanges,,Commune,Commune simple,FRA.1.2.2.4.1_1,
FRA001002002004002,Diou,,Commune,Commune simple,FRA.1.2.2.4.2_1,
FRA001002002004003,Dompierre-sur-Besbre,,Commune,Chef-lieu canton,FRA.1.2.2.4.3_1,
FRA001002002004004,Molinet,,Commune,Commune simple,FRA.1.2.2.4.4_1,
FRA001002002004005,Monétay-sur-Loire,,Commune,Commune simple,FRA.1.2.2.4.5_1,
FRA001002002004006,Pierrefitte-sur-Loire,,Commune,Commune simple,FRA.1.2.2.4.6_1,
FRA001002002004007,Saint-Pourçain-sur-Besbre,,Commune,Commune simple,FRA.1.2.2.4.7_1,
FRA001002002004008,Saligny-sur-Roudon,,Commune,Commune simple,FRA.1.2.2.4.8_1,
FRA001002002004009,Vaumas,,Commune,Commune simple,FRA.1.2.2.4.9_1,
FRA001002002005001,Châtel-de-Neuvre,,Commune,Commune simple,FRA.1.2.2.5.1_1,
FRA001002002005002,Châtillon,,Commune,Commune simple,FRA.1.2.2.5.2_1,
FRA001002002005003,Cressanges,,Commune,Commune simple,FRA.1.2.2.5.3_1,
FRA001002002005004,Deux-Chaises,,Commune,Commune simple,FRA.1.2.2.5.4_1,
FRA001002002005005,Le Montet,,Commune,Chef-lieu canton,FRA.1.2.2.5.5_1,
FRA001002002005006,Le Theil,,Commune,Commune simple,FRA.1.2.2.5.6_1,
FRA001002002005007,Meillard,,Commune,Commune simple,FRA.1.2.2.5.7_1,
FRA001002002005008,Rocles,,Commune,Commune simple,FRA.1.2.2.5.8_1,
FRA001002002005009,Saint-Sornin,,Commune,Commune simple,FRA.1.2.2.5.9_1,
FRA001002002005010,Treban,,Commune,Commune simple,FRA.1.2.2.5.10_1,
FRA001002002005011,Tronget,,Commune,Commune simple,FRA.1.2.2.5.11_1,
FRA001002002006001,Château-sur-Allier,,Commune,Commune simple,FRA.1.2.2.6.1_1,
FRA001002002006002,Couleuvre,,Commune,Commune simple,FRA.1.2.2.6.2_1,
FRA001002002006003,Couzon,,Commune,Commune simple,FRA.1.2.2.6.3_1,
FRA001002002006004,Le Veurdre,,Commune,Commune simple,FRA.1.2.2.6.4_1,
FRA001002002006005,Limoise,,Commune,Commune simple,FRA.1.2.2.6.5_1,
FRA001002002006006,Lurcy-Lévis,,Commune,Chef-lieu canton,FRA.1.2.2.6.6_1,
FRA001002002006007,Neure,,Commune,Commune simple,FRA.1.2.2.6.7_1,
FRA001002002006008,Pouzy-Mésangy,,Commune,Commune simple,FRA.1.2.2.6.8_1,
FRA001002002006009,Saint-Léopardin-d'Augy,,Commune,Commune simple,FRA.1.2.2.6.9_1,
FRA001002002007001,Aubigny,,Commune,Commune simple,FRA.1.2.2.7.1_1,
FRA001002002007002,Avermes,,Commune,Commune simple,FRA.1.2.2.7.2_1,
FRA001002002007003,Bagneux,,Commune,Commune simple,FRA.1.2.2.7.3_1,
FRA001002002007004,Coulandon,,Commune,Commune simple,FRA.1.2.2.7.4_1,
FRA001002002007005,Montilly,,Commune,Commune simple,FRA.1.2.2.7.5_1,
FRA001002002007006,Neuvy,,Commune,Commune simple,FRA.1.2.2.7.6_1,
FRA001002002008001,Bressolles,,Commune,Commune simple,FRA.1.2.2.8.1_1,
FRA001002002008002,Toulon-sur-Allier,,Commune,Commune simple,FRA.1.2.2.8.2_1,
FRA001002002009001,Moulins,,Commune,Préfecture,FRA.1.2.2.9.1_1,
FRA001002002010001,Bessay-sur-Allier,,Commune,Commune simple,FRA.1.2.2.10.1_1,
FRA001002002010002,Chapeau,,Commune,Commune simple,FRA.1.2.2.10.2_1,
FRA001002002010003,Gouise,,Commune,Commune simple,FRA.1.2.2.10.3_1,
FRA001002002010004,La Ferté-Hauterive,,Commune,Commune simple,FRA.1.2.2.10.4_1,
FRA001002002010005,Mercy,,Commune,Commune simple,FRA.1.2.2.10.5_1,
FRA001002002010006,Montbeugny,,Commune,Commune simple,FRA.1.2.2.10.6_1,
FRA001002002010007,Neuilly-le-Réal,,Commune,Chef-lieu canton,FRA.1.2.2.10.7_1,
FRA001002002010008,Saint-Gérand-de-Vaux,,Commune,Commune simple,FRA.1.2.2.10.8_1,
FRA001002002010009,Saint-Voir,,Commune,Commune simple,FRA.1.2.2.10.9_1,
FRA001002002011001,Bayet,,Commune,Commune simple,FRA.1.2.2.11.1_1,
FRA001002002011002,Bransat,,Commune,Commune simple,FRA.1.2.2.11.2_1,
FRA001002002011003,Cesset,,Commune,Commune simple,FRA.1.2.2.11.3_1,
FRA001002002011004,Contigny,,Commune,Commune simple,FRA.1.2.2.11.4_1,
FRA001002002011005,Laféline,,Commune,Commune simple,FRA.1.2.2.11.5_1,
FRA001002002011006,Loriges,,Commune,Commune simple,FRA.1.2.2.11.6_1,
FRA001002002011007,Louchy-Montfand,,Commune,Commune simple,FRA.1.2.2.11.7_1,
FRA001002002011008,Marcenat,,Commune,Commune simple,FRA.1.2.2.11.8_1,
FRA001002002011009,Monétay-sur-Allier,,Commune,Commune simple,FRA.1.2.2.11.9_1,
FRA001002002011010,Montord,,Commune,Commune simple,FRA.1.2.2.11.10_1,
